ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2022,10,162553,67613,299.68,lunes,10/03/2022 08:00:00 PM,23.97
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,10,14108,8475,56,martes,10/04/2022 10:15:00 AM,10.94
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,10,1083,326,17.38,viernes,10/28/2022 07:45:00 PM,2.53
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2022,10,7515,1688,11.48,martes,10/11/2022 09:30:00 AM,23.37
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2022,10,258077,101846,494.21,martes,10/11/2022 07:45:00 PM,23.99
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2022,10,613,286,5.09,lunes,10/31/2022 06:00:00 PM,4.95
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2022,10,8544,3187,52.27,lunes,10/03/2022 07:15:00 PM,7.83
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2022,10,23041,9095,84.55,domingo,10/02/2022 07:00:00 PM,11.09
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2022,10,17320,4233,93.46,domingo,10/02/2022 08:15:00 PM,8.76
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2022,10,426068,145151,865.92,lunes,10/03/2022 08:00:00 PM,22.56
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2022,10,68201,19442,190.22,miércoles,10/26/2022 06:00:00 PM,16.14
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2022,10,2078556,674930,3911.6,martes,10/04/2022 05:45:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2022,10,86323,30917,209,lunes,10/24/2022 06:15:00 PM,17.87
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2022,10,95140,33917,196.1,domingo,10/30/2022 07:15:00 PM,23.02
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2022,10,175630,66378,347.6,viernes,10/21/2022 06:00:00 PM,23.95
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2022,10,19728,6308,91.2,viernes,10/07/2022 06:45:00 PM,8.34
52,NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2022,10,4507,2641,27.04,jueves,10/06/2022 07:00:00 PM,6.81
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2022,10,11320,4112,64,viernes,10/07/2022 07:30:00 PM,8.11
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2022,10,4265,2442,28.06,sábado,10/01/2022 07:00:00 PM,6.63
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2022,10,1838,440,17.33,jueves,10/13/2022 06:15:00 PM,6.66
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2022,10,6572,2630,40.13,lunes,10/31/2022 06:45:00 PM,7.11
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2022,10,6082,2104,34.16,lunes,10/31/2022 12:15:00 PM,8.35
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2022,10,4161,2023,38.05,martes,10/11/2022 06:15:00 PM,6.11
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2022,10,2865,750,16.37,martes,10/11/2022 06:00:00 PM,6.59
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2022,10,8436,3670,64.8,viernes,10/21/2022 05:30:00 PM,6.15
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2022,10,22320,8790,124.8,sábado,10/15/2022 06:45:00 PM,8.1
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,10,2971,5272,22.56,miércoles,10/26/2022 06:45:00 PM,5.34
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,10,3294,1551,14.86,martes,10/04/2022 06:15:00 PM,9.22
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,10,4362,2553,25.6,sábado,10/01/2022 06:15:00 PM,6.82
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,10,1067174,332419,3229.16,miércoles,10/05/2022 12:00:00 AM,23.48
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2022,10,82571,28772,221.23,miércoles,10/05/2022 07:00:00 PM,17.88
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2022,10,7604,3094,33.7,sábado,10/29/2022 11:15:00 AM,9.25
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2022,10,12134,3288,96.36,viernes,10/07/2022 06:00:00 PM,5.67
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2022,10,1380096,372514,2952.42,jueves,10/27/2022 11:45:00 AM,23.97
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2022,10,25569,7358,137.28,jueves,10/13/2022 05:45:00 PM,7.86
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2022,10,330513,135270,679.36,miércoles,10/26/2022 02:45:00 PM,23.81
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2022,10,361115,135363,679.66,miércoles,10/26/2022 02:30:00 PM,23.85
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2022,10,34895,12891,103.66,viernes,10/07/2022 12:00:00 PM,14.02
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2022,10,2508357,823386,4800.4,viernes,10/28/2022 01:30:00 PM,23.79
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2022,10,123998,58385,368.06,miércoles,10/05/2022 06:15:00 PM,15.61
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2022,11,3928107,1131710,7963.75,jueves,11/10/2022 03:30:00 PM,23.95
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2022,11,115494,41160,242.53,martes,11/08/2022 06:45:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2022,11,26190,11839,98.6,miércoles,11/30/2022 06:30:00 PM,10.26
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,11,1134305,258810,1934.59,viernes,11/04/2022 07:15:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,11,16494050,4509636,29013.03,jueves,11/24/2022 03:15:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,11,31378,18198,199.04,martes,11/15/2022 10:15:00 PM,6.52
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2022,11,5837,2350,20.26,sábado,11/26/2022 10:30:00 PM,12.39
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,11,11866,3793,40.16,miércoles,11/02/2022 10:15:00 PM,12.64
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,11,17684,6476,99.93,sábado,11/12/2022 07:15:00 PM,7.72
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,11,13782,5980,41.69,viernes,11/18/2022 07:30:00 PM,18.07
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,11,5640,2729,42.72,sábado,11/26/2022 12:15:00 PM,5.77
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,11,5847,2360,48,sábado,11/05/2022 06:45:00 PM,5.66
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2022,11,8020,3832,38.63,martes,11/29/2022 08:00:00 PM,8.99
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2022,11,10155,5023,54.71,jueves,11/24/2022 07:30:00 PM,7.77
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2022,11,3197,1501,27.04,jueves,11/24/2022 07:00:00 PM,5.84
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2022,11,3286,847,60,sábado,11/26/2022 06:30:00 PM,2.82
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2022,11,4252,1196,44.64,martes,11/01/2022 06:45:00 PM,3.88
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2022,11,4483,1304,27.18,sábado,11/05/2022 07:00:00 PM,7
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2022,11,5969,4122,32.8,martes,11/22/2022 07:15:00 PM,7.04
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2022,11,8223,1835,38.16,jueves,11/03/2022 07:15:00 PM,8.62
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2022,11,34981,11388,179.52,lunes,11/14/2022 08:00:00 PM,8.22
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2022,11,3772,1905,24.12,lunes,11/07/2022 07:00:00 PM,6.37
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2022,11,639819,212408,1180.61,miércoles,11/02/2022 09:00:00 PM,23.96
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2022,11,23596,8448,110.78,sábado,11/19/2022 08:00:00 PM,9.27
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2022,11,45268,14913,115.54,jueves,11/10/2022 07:00:00 PM,22.79
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2022,11,641619,216495,1247.4,martes,11/01/2022 08:00:00 PM,23.81
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2022,11,159353,62307,333.17,martes,11/08/2022 06:45:00 PM,24
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077905,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,11,3056,450,35.1,miércoles,11/23/2022 08:00:00 PM,3.25
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2022,11,195572,82637,401.28,domingo,11/06/2022 07:00:00 PM,22.01
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,11,95417,27421,237.21,viernes,11/25/2022 07:30:00 PM,17.27
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,11,11797,5709,67.2,miércoles,11/30/2022 07:30:00 PM,8.24
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2022,11,12517,6568,64,viernes,11/04/2022 06:45:00 PM,7.98
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,11,2503,770,18.14,martes,11/01/2022 06:15:00 PM,5.72
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2022,11,67960,41872,180.05,sábado,11/19/2022 07:15:00 PM,23.52
27,CHOCÓ,27372,JURADÓ,27372000,JURADÓ (JURADÓ - CHOCÓ),2022,11,156552,66334,294.72,miércoles,11/02/2022 07:15:00 PM,23.99
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,11,15110,9014,60,miércoles,11/09/2022 10:30:00 AM,12.28
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2022,11,2721,788,16.99,sábado,11/05/2022 09:15:00 AM,6.3
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2022,11,7166,1620,11.55,lunes,11/07/2022 03:00:00 PM,22.88
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2022,11,249447,93895,480.48,viernes,11/04/2022 07:30:00 PM,23.42
27,CHOCÓ,27495,NUQUÍ,27495011,PUERTO JAGUA (NUQUÍ - CHOCÓ),2022,11,843,482,5.59,sábado,11/26/2022 07:45:00 PM,6.56
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2022,11,7921,2993,44.14,jueves,11/10/2022 01:30:00 PM,7.7
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2022,11,22297,8801,84.97,miércoles,11/02/2022 08:00:00 PM,11.08
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2022,11,15835,3779,96.01,sábado,11/19/2022 08:30:00 PM,7.9
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2022,11,400317,137619,870.14,miércoles,11/02/2022 07:15:00 PM,22.28
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2022,11,67848,19052,192.55,martes,11/22/2022 06:00:00 PM,16.38
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2022,11,85289,28730,217.8,sábado,11/12/2022 06:15:00 PM,18.13
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2022,11,99439,36892,210.24,domingo,11/13/2022 12:00:00 PM,22.08
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2022,11,163449,61673,346.28,miércoles,11/09/2022 06:15:00 PM,23.76
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2022,11,19399,6100,96,jueves,11/03/2022 06:30:00 PM,8.19
52,NARIÑO,52250,EL CHARCO,52250003,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2022,11,3586,2069,26.69,sábado,11/05/2022 08:15:00 PM,5.69
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2022,11,11050,4098,64,martes,11/15/2022 07:00:00 PM,8.04
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2022,11,4393,2484,26.75,viernes,11/18/2022 06:00:00 PM,7.3
52,NARIÑO,52390,LA TOLA,52390005,AGUACATAL (LA TOLA - NARIÑO),2022,11,2048,547,10.42,sábado,11/05/2022 04:30:00 PM,8.43
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2022,11,6386,2073,43.36,sábado,11/12/2022 07:00:00 PM,6.9
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2022,11,5440,3007,33.06,jueves,11/24/2022 06:15:00 PM,8.18
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2022,11,3155,820,15.89,viernes,11/04/2022 07:00:00 PM,7.83
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2022,11,8434,3259,57.6,domingo,11/06/2022 11:30:00 AM,6.67
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,11,2727,4790,21.98,miércoles,11/02/2022 06:45:00 PM,5.08
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696022,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2022,11,3089,1438,14.14,miércoles,11/23/2022 06:15:00 PM,9.05
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,11,3797,2238,25.6,martes,11/01/2022 06:15:00 PM,6.65
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2022,11,976748,311584,2152.13,martes,11/01/2022 02:30:00 PM,23.64
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2022,11,84534,27940,202.4,miércoles,11/02/2022 07:45:00 PM,19.18
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2022,11,7734,3112,31.74,viernes,11/11/2022 11:30:00 AM,10.19
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2022,11,22488,4715,83.42,miércoles,11/09/2022 05:45:00 PM,12.2
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2022,11,1358949,366476,2844.06,viernes,11/11/2022 11:45:00 AM,24
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2022,11,34410,9596,133.41,miércoles,11/09/2022 12:30:00 PM,11.15
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2022,11,325519,132592,718.08,martes,11/22/2022 11:30:00 AM,23.9
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2022,11,352603,130567,687.19,martes,11/15/2022 07:00:00 PM,23.9
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2022,11,34325,13019,106.48,lunes,11/07/2022 06:45:00 PM,14.55
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2022,11,2358827,765349,4606.8,martes,11/15/2022 01:45:00 PM,23.97
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2022,11,142339,69013,345.02,martes,11/15/2022 07:45:00 PM,18.28
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2022,12,4029904,1169692,7985.82,jueves,12/01/2022 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2022,12,116663,40820,238.48,jueves,12/01/2022 06:45:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2022,12,27447,12457,101.1,viernes,12/02/2022 08:00:00 PM,10.33
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2022,12,5584,745,37.79,viernes,12/23/2022 07:30:00 PM,7.72
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,12,1138527,254554,1825.72,viernes,12/16/2022 07:00:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2022,12,17303113,4700361,29164.14,viernes,12/16/2022 03:30:00 PM,23.98
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,12,25914,14554,225.48,viernes,12/30/2022 11:00:00 PM,4.8
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2022,12,6661,2591,20.19,jueves,12/15/2022 11:45:00 PM,14.41
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2022,12,14296,4585,39.04,miércoles,12/28/2022 08:30:00 PM,15.13
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,12,19761,7581,102.18,sábado,12/31/2022 06:30:00 PM,8.57
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150002,SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2022,12,3691,1846,39.6,sábado,12/31/2022 07:30:00 PM,3.69
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,12,15367,6613,47.62,martes,12/13/2022 07:00:00 PM,18.72
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,12,6074,3017,43.17,sábado,12/03/2022 06:15:00 PM,5.87
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2022,12,6690,2720,52.32,sábado,12/31/2022 07:15:00 PM,6.26
19,CAUCA,19318,GUAPI,19318008,LIMONES (GUAPI - CAUCA),2022,12,9289,4384,43.95,sábado,12/03/2022 01:00:00 PM,9.71
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2022,12,11961,6086,56.48,sábado,12/03/2022 07:15:00 PM,9.02
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2022,12,3661,1735,27.62,sábado,12/31/2022 07:15:00 PM,5.81
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2022,12,6002,1839,44.29,lunes,12/19/2022 07:00:00 PM,5.56
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2022,12,5295,1597,26.51,jueves,12/15/2022 06:45:00 PM,8.6
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2022,12,6358,4518,31.56,domingo,12/11/2022 06:45:00 PM,7.75
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2022,12,8548,2037,34.82,martes,12/20/2022 07:45:00 PM,9.37
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2022,12,37954,12813,169.49,viernes,12/23/2022 07:00:00 PM,8.79
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2022,12,4407,2236,22.58,miércoles,12/07/2022 06:15:00 PM,8.11
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2022,12,654345,215320,1215.1,sábado,12/31/2022 07:00:00 PM,23.99
27,CHOCÓ,27006,ACANDÍ,27006007,SAN FRANCISCO (ACANDÍ - CHOCÓ),2022,12,26493,9465,122.83,viernes,12/30/2022 07:45:00 PM,9.44
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2022,12,46897,16086,112.02,viernes,12/30/2022 12:00:00 PM,23.97
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2022,12,168547,65188,368.02,sábado,12/31/2022 07:45:00 PM,23.74
